timestamp,ip_address,username,status
2026-08-03 08:03:26,10.0.0.99,admin,failed
2026-08-03 08:03:28,10.0.0.99,admin,failed
2026-08-03 08:04:23,10.0.0.99,admin,failed
2026-08-03 08:05:47,172.16.0.45,user_41,failed
2026-08-03 08:05:48,172.16.0.45,user_2,failed
2026-08-03 08:06:18,10.0.0.99,admin,failed
2026-08-03 08:06:18,10.0.0.99,admin,failed
2026-08-03 08:07:05,10.0.0.99,admin,failed
2026-08-03 08:07:41,172.16.0.45,user_34,failed
2026-08-03 08:07:56,10.0.0.99,admin,failed
2026-08-03 08:08:23,10.0.0.99,admin,failed
2026-08-03 08:08:42,10.0.0.99,admin,failed
2026-08-03 08:08:57,10.0.0.99,admin,failed
2026-08-03 08:09:46,172.16.0.45,user_76,failed
2026-08-03 08:09:46,10.0.0.99,admin,failed
2026-08-03 08:10:10,10.0.0.99,admin,failed
2026-08-03 08:10:13,10.0.0.99,admin,failed
2026-08-03 08:10:16,172.16.0.45,user_29,failed
2026-08-03 08:11:01,10.0.0.99,admin,failed
2026-08-03 08:12:14,10.0.0.99,admin,failed
2026-08-03 08:12:20,10.0.0.99,admin,failed
2026-08-03 08:13:01,172.16.0.45,user_79,failed
2026-08-03 08:13:13,10.0.0.99,admin,failed
2026-08-03 08:13:15,172.16.0.45,user_37,failed
2026-08-03 08:13:37,10.0.0.99,admin,failed
2026-08-03 08:13:53,192.168.1.34,user_34,success
2026-08-03 08:14:25,10.0.0.99,admin,failed
2026-08-03 08:14:45,10.0.0.99,admin,failed
2026-08-03 08:14:53,10.0.0.99,admin,failed
2026-08-03 08:14:54,10.0.0.99,admin,failed
2026-08-03 08:15:26,172.16.0.45,user_4,failed
2026-08-03 08:15:41,10.0.0.99,admin,failed
2026-08-03 08:15:51,10.0.0.99,admin,failed
2026-08-03 08:15:59,172.16.0.45,user_17,failed
2026-08-03 08:16:35,172.16.0.45,user_7,failed
2026-08-03 08:17:05,10.0.0.99,admin,failed
2026-08-03 08:17:27,10.0.0.99,admin,failed
2026-08-03 08:17:28,10.0.0.99,admin,failed
2026-08-03 08:17:51,10.0.0.99,admin,failed
2026-08-03 08:18:13,10.0.0.99,admin,failed
2026-08-03 08:18:15,10.0.0.99,admin,failed
2026-08-03 08:18:23,10.0.0.99,admin,failed
2026-08-03 08:18:28,172.16.0.45,user_59,failed
2026-08-03 08:18:34,10.0.0.99,admin,failed
2026-08-03 08:18:47,10.0.0.99,admin,failed
2026-08-03 08:18:53,192.168.1.20,user_20,success
2026-08-03 08:19:03,10.0.0.99,admin,failed
2026-08-03 08:19:09,172.16.0.45,user_14,failed
2026-08-03 08:19:38,10.0.0.99,admin,failed
2026-08-03 08:20:09,10.0.0.99,admin,failed
2026-08-03 08:20:19,10.0.0.99,admin,failed
2026-08-03 08:20:47,10.0.0.99,admin,failed
2026-08-03 08:20:57,10.0.0.99,admin,failed
2026-08-03 08:21:15,10.0.0.99,admin,failed
2026-08-03 08:21:39,10.0.0.99,admin,failed
2026-08-03 08:22:23,10.0.0.99,admin,failed
2026-08-03 08:23:01,172.16.0.45,user_40,failed
2026-08-03 08:23:37,10.0.0.99,admin,failed
2026-08-03 08:24:01,172.16.0.45,user_75,failed
2026-08-03 08:24:40,10.0.0.99,admin,failed
2026-08-03 08:24:51,10.0.0.99,admin,failed
2026-08-03 08:25:00,10.0.0.99,admin,failed
2026-08-03 08:25:16,10.0.0.99,admin,failed
2026-08-03 08:25:42,10.0.0.99,admin,failed
2026-08-03 08:26:04,10.0.0.99,admin,failed
2026-08-03 08:26:08,172.16.0.45,user_77,failed
2026-08-03 08:26:09,10.0.0.99,admin,failed
2026-08-03 08:26:59,10.0.0.99,admin,failed
2026-08-03 08:27:01,10.0.0.99,admin,failed
2026-08-03 08:27:14,10.0.0.99,admin,failed
2026-08-03 08:27:55,10.0.0.99,admin,failed
2026-08-03 08:28:13,10.0.0.99,admin,failed
2026-08-03 08:28:16,10.0.0.99,admin,failed
2026-08-03 08:28:35,10.0.0.99,admin,failed
2026-08-03 08:28:36,10.0.0.99,admin,failed
2026-08-03 08:29:42,10.0.0.99,admin,failed
2026-08-03 08:30:22,172.16.0.45,user_8,failed
2026-08-03 08:30:45,10.0.0.99,admin,failed
2026-08-03 08:31:14,10.0.0.99,admin,failed
2026-08-03 08:31:25,10.0.0.99,admin,failed
2026-08-03 08:31:26,10.0.0.99,admin,failed
2026-08-03 08:31:29,10.0.0.99,admin,failed
2026-08-03 08:31:55,172.16.0.45,user_51,failed
2026-08-03 08:32:40,10.0.0.99,admin,failed
2026-08-03 08:33:04,10.0.0.99,admin,failed
2026-08-03 08:33:09,10.0.0.99,admin,failed
2026-08-03 08:33:16,10.0.0.99,admin,failed
2026-08-03 08:33:21,10.0.0.99,admin,failed
2026-08-03 08:33:24,10.0.0.99,admin,failed
2026-08-03 08:34:17,10.0.0.99,admin,failed
2026-08-03 08:34:25,10.0.0.99,admin,failed
2026-08-03 08:34:29,10.0.0.99,admin,failed
2026-08-03 08:34:41,10.0.0.99,admin,failed
2026-08-03 08:35:08,172.16.0.45,user_63,failed
2026-08-03 08:35:21,10.0.0.99,admin,failed
2026-08-03 08:35:26,10.0.0.99,admin,failed
2026-08-03 08:35:28,10.0.0.99,admin,failed
2026-08-03 08:36:05,10.0.0.99,admin,failed
2026-08-03 08:36:16,10.0.0.99,admin,failed
2026-08-03 08:36:45,10.0.0.99,admin,failed
2026-08-03 08:37:19,172.16.0.45,user_50,failed
2026-08-03 08:37:23,172.16.0.45,user_11,failed
2026-08-03 08:37:50,10.0.0.99,admin,failed
2026-08-03 08:38:19,10.0.0.99,admin,failed
2026-08-03 08:38:44,10.0.0.99,admin,failed
2026-08-03 08:38:49,10.0.0.99,admin,failed
2026-08-03 08:38:58,10.0.0.99,admin,failed
2026-08-03 08:39:15,10.0.0.99,admin,failed
2026-08-03 08:39:42,10.0.0.99,admin,failed
2026-08-03 08:40:02,172.16.0.45,user_45,failed
2026-08-03 08:40:03,10.0.0.99,admin,failed
2026-08-03 08:40:23,172.16.0.45,user_9,failed
2026-08-03 08:41:09,10.0.0.99,admin,failed
2026-08-03 08:41:19,10.0.0.99,admin,failed
2026-08-03 08:41:29,10.0.0.99,admin,failed
2026-08-03 08:41:44,10.0.0.99,admin,failed
2026-08-03 08:42:05,10.0.0.99,admin,failed
2026-08-03 08:42:07,10.0.0.99,admin,failed
2026-08-03 08:42:16,172.16.0.45,user_12,failed
2026-08-03 08:42:25,10.0.0.99,admin,failed
2026-08-03 08:42:27,10.0.0.99,admin,failed
2026-08-03 08:43:00,10.0.0.99,admin,failed
2026-08-03 08:43:27,10.0.0.99,admin,failed
2026-08-03 08:43:29,10.0.0.99,admin,failed
2026-08-03 08:43:31,10.0.0.99,admin,failed
2026-08-03 08:43:40,10.0.0.99,admin,failed
2026-08-03 08:43:50,10.0.0.99,admin,failed
2026-08-03 08:44:08,172.16.0.45,user_55,failed
2026-08-03 08:44:08,10.0.0.99,admin,failed
2026-08-03 08:44:47,172.16.0.45,user_6,failed
2026-08-03 08:45:45,10.0.0.99,admin,failed
2026-08-03 08:45:51,10.0.0.99,admin,failed
2026-08-03 08:46:09,10.0.0.99,admin,failed
2026-08-03 08:46:49,10.0.0.99,admin,failed
2026-08-03 08:46:49,10.0.0.99,admin,failed
2026-08-03 08:46:53,192.168.1.36,user_36,success
2026-08-03 08:46:58,10.0.0.99,admin,failed
2026-08-03 08:47:10,172.16.0.45,user_33,failed
2026-08-03 08:47:26,10.0.0.99,admin,failed
2026-08-03 08:48:00,10.0.0.99,admin,failed
2026-08-03 08:48:21,10.0.0.99,admin,failed
2026-08-03 08:48:31,10.0.0.99,admin,failed
2026-08-03 08:49:35,10.0.0.99,admin,failed
2026-08-03 08:49:44,10.0.0.99,admin,failed
2026-08-03 08:49:57,10.0.0.99,admin,failed
2026-08-03 08:50:09,10.0.0.99,admin,failed
2026-08-03 08:50:19,10.0.0.99,admin,failed
2026-08-03 08:50:31,172.16.0.45,user_71,failed
2026-08-03 08:50:48,10.0.0.99,admin,failed
2026-08-03 08:51:04,10.0.0.99,admin,failed
2026-08-03 08:51:54,172.16.0.45,user_36,failed
2026-08-03 08:52:15,10.0.0.99,admin,failed
2026-08-03 08:52:15,10.0.0.99,admin,failed
2026-08-03 08:52:44,10.0.0.99,admin,failed
2026-08-03 08:52:58,10.0.0.99,admin,failed
2026-08-03 08:53:35,10.0.0.99,admin,failed
2026-08-03 08:53:36,10.0.0.99,admin,failed
2026-08-03 08:55:45,172.16.0.45,user_47,failed
2026-08-03 08:56:14,172.16.0.45,user_15,failed
2026-08-03 08:56:15,10.0.0.99,admin,failed
2026-08-03 08:56:20,10.0.0.99,admin,failed
2026-08-03 08:56:25,172.16.0.45,user_74,failed
2026-08-03 08:57:05,10.0.0.99,admin,failed
2026-08-03 08:57:06,172.16.0.45,user_48,failed
2026-08-03 08:57:08,172.16.0.45,user_58,failed
2026-08-03 08:57:29,10.0.0.99,admin,failed
2026-08-03 08:58:15,10.0.0.99,admin,failed
2026-08-03 08:58:49,10.0.0.99,admin,failed
2026-08-03 08:58:55,10.0.0.99,admin,failed
2026-08-03 08:59:14,10.0.0.99,admin,failed
2026-08-03 08:59:50,10.0.0.99,admin,failed
2026-08-03 09:00:05,10.0.0.99,admin,failed
2026-08-03 09:00:40,10.0.0.99,admin,failed
2026-08-03 09:00:42,172.16.0.45,user_24,failed
2026-08-03 09:00:45,10.0.0.99,admin,failed
2026-08-03 09:01:01,10.0.0.99,admin,failed
2026-08-03 09:01:28,10.0.0.99,admin,failed
2026-08-03 09:01:33,10.0.0.99,admin,failed
2026-08-03 09:01:33,10.0.0.99,admin,failed
2026-08-03 09:01:36,10.0.0.99,admin,failed
2026-08-03 09:01:36,172.16.0.45,user_44,failed
2026-08-03 09:01:45,10.0.0.99,admin,failed
2026-08-03 09:01:50,10.0.0.99,admin,failed
2026-08-03 09:01:56,10.0.0.99,admin,failed
2026-08-03 09:01:57,10.0.0.99,admin,failed
2026-08-03 09:02:18,10.0.0.99,admin,failed
2026-08-03 09:02:43,10.0.0.99,admin,failed
2026-08-03 09:02:47,10.0.0.99,admin,failed
2026-08-03 09:04:30,172.16.0.45,user_57,failed
2026-08-03 09:06:38,172.16.0.45,user_62,failed
2026-08-03 09:11:35,172.16.0.45,user_10,failed
2026-08-03 09:11:53,192.168.1.25,user_25,success
2026-08-03 09:11:57,172.16.0.45,user_73,failed
2026-08-03 09:13:48,172.16.0.45,user_16,failed
2026-08-03 09:14:54,172.16.0.45,user_66,failed
2026-08-03 09:16:53,172.16.0.45,user_5,failed
2026-08-03 09:21:10,172.16.0.45,user_69,failed
2026-08-03 09:21:53,192.168.1.30,user_30,success
2026-08-03 09:23:57,172.16.0.45,user_3,failed
2026-08-03 09:23:58,172.16.0.45,user_49,failed
2026-08-03 09:25:38,172.16.0.45,user_38,failed
2026-08-03 09:25:42,172.16.0.45,user_28,failed
2026-08-03 09:28:18,172.16.0.45,user_1,failed
2026-08-03 09:28:53,172.16.0.45,user_22,failed
2026-08-03 09:29:05,172.16.0.45,user_23,failed
2026-08-03 09:29:05,172.16.0.45,user_13,failed
2026-08-03 09:29:53,192.168.1.32,user_32,success
2026-08-03 09:31:30,172.16.0.45,user_64,failed
2026-08-03 09:32:05,172.16.0.45,user_25,failed
2026-08-03 09:32:48,172.16.0.45,user_26,failed
2026-08-03 09:33:24,172.16.0.45,user_42,failed
2026-08-03 09:33:55,172.16.0.45,user_78,failed
2026-08-03 09:34:10,172.16.0.45,user_32,failed
2026-08-03 09:34:48,172.16.0.45,user_18,failed
2026-08-03 09:35:13,172.16.0.45,user_43,failed
2026-08-03 09:35:55,172.16.0.45,user_35,failed
2026-08-03 09:36:04,172.16.0.45,user_52,failed
2026-08-03 09:38:50,172.16.0.45,user_20,failed
2026-08-03 09:39:53,192.168.1.13,user_13,success
